Mod:Item:MetaData, Localized Name
harvestcraft:leekbaconsoupItem, Leek Bacon Soup
harvestcraft:herbbutterparsnipsItem, Herb Butter Parsnips
harvestcraft:scallionbakedpotatoItem, Scallion Baked Potato
harvestcraft:soymilkItem, Soy Milk
harvestcraft:firmtofuItem, Firm Tofu
harvestcraft:silkentofuItem, Silken Tofu
harvestcraft:bamboosteamedriceItem, Bamboo Steamed Rice
harvestcraft:roastedchestnutItem, Roasted Chestnut
harvestcraft:sweetpotatosouffleItem, Sweet Potato Souffle
harvestcraft:cashewchickenItem, Cashew Chicken
harvestcraft:apricotjuiceItem, Apricot Juice
harvestcraft:apricotyogurtItem, Apricot Yogurt
harvestcraft:apricotglazedporkItem, Apricot Glazed Pork
harvestcraft:apricotjellyItem, Apricot Jelly
harvestcraft:apricotjellysandwichItem, Apricot Jelly Sandwich
harvestcraft:apricotsmoothieItem, Apricot Smoothie
harvestcraft:figbarItem, Fig Bar
harvestcraft:figjellyItem, Fig Jelly
harvestcraft:figjellysandwichItem, Fig Jelly Sandwich
harvestcraft:figsmoothieItem, Fig Smoothie
harvestcraft:figyogurtItem, Fig Yogurt
harvestcraft:figjuiceItem, Fig Juice
harvestcraft:grapefruitjuiceItem, Grapfruit Juice
harvestcraft:grapefruitjellyItem, Grapefruit Jelly
harvestcraft:grapefruitjellysandwichItem, Grapefruit Jelly Sandwich
harvestcraft:grapefruitsmoothieItem, Grapefruit Smoothie
harvestcraft:grapefruityogurtItem, Grapefruit Yogurt
harvestcraft:grapefruitsodaItem, Grapefruit Soda
harvestcraft:citrussaladItem, Citrus Salad
harvestcraft:pecanpieItem, Pecan Pie
harvestcraft:pralinesItem, Pralines
harvestcraft:persimmonjuiceItem, Persimmon Juice
harvestcraft:persimmonyogurtItem, Persimmon Yogurt
harvestcraft:persimmonsmoothieItem, Persimmon Smoothie
harvestcraft:persimmonjellyItem, Persimmon Jelly
harvestcraft:persimmonjellysandwichItem, Persimmon Jelly Sandwich
harvestcraft:pistachiobakedsalmonItem, Pistachio Baked Salmon
harvestcraft:baconwrappeddatesItem, Bacon Wrapped Dates
harvestcraft:datenutbreadItem, Date Nut Bread
harvestcraft:maplesyruppancakesItem, Maple Syrup Pancakes
harvestcraft:maplesyrupwafflesItem, Maple Syrup Waffles
harvestcraft:maplesausageItem, Maple Sausage
harvestcraft:mapleoatmealItem, Maple Oatmeal
harvestcraft:peachesandcreamoatmealItem, Peaches and Cream Oatmeal
harvestcraft:cinnamonappleoatmealItem, Cinnamon Apple Oatmeal
harvestcraft:maplecandiedbaconItem, Maple Candied Bacon
harvestcraft:toastsandwichItem, Toast Sandwich
harvestcraft:potatoandcheesepirogiItem, Potato and Cheese Pirogi
harvestcraft:zeppoleItem, Zeppole
harvestcraft:sausageinbreadItem, Sausage in Bread
harvestcraft:chocolatecaramelfudgeItem, Chocolate Caramel Fudge
harvestcraft:lavendershortbreadItem, Lavender Shortbread
harvestcraft:beefwellingtonItem, Beef Wellington
harvestcraft:epicbaconItem, Epic Bacon
harvestcraft:manjuuItem, Manjuu
harvestcraft:chickengumboItem, Chicken Gumbo
harvestcraft:generaltsochickenItem, General Tso's Chicken
harvestcraft:californiarollItem, California Roll
harvestcraft:futomakiItem, Futo Maki
harvestcraft:beansontoastItem, Beans on Toast
harvestcraft:vegemiteItem, Vegemite
harvestcraft:honeycombchocolatebarItem, Honeycomb Chocolate Bar
harvestcraft:cherrycoconutchocolatebarItem, Cherry Coconut Chocolate Bar
harvestcraft:fairybreadItem, Fairy Bread
harvestcraft:lamingtonItem, Lamington
harvestcraft:timtamItem, Tim Tam
harvestcraft:meatpieItem, Meat Pie
harvestcraft:chikorollItem, Chiko Roll
harvestcraft:damperItem, Damper
harvestcraft:beetburgerItem, Beet Burger
harvestcraft:pavlovaItem, Pavlova
harvestcraft:gherkinItem, Gherkin
harvestcraft:mcpamItem, McPam
harvestcraft:ceasarsaladItem, Ceasar Salad
harvestcraft:chaoscookieItem, Chaos Cookie
harvestcraft:chocolatebaconItem, Chocolate Bacon
harvestcraft:lambkebabItem, Lamb Kebab
harvestcraft:nutellaItem, Nutella
harvestcraft:snickersbarItem, Snickers Bar
harvestcraft:spinachpieItem, Spinach Pie
harvestcraft:steamedspinachItem, Steamed Spinach
harvestcraft:vegemiteontoastItem, Vegemite on Toast
harvestcraft:anchovyrawItem, Raw Anchovy
harvestcraft:bassrawItem, Raw Bass
harvestcraft:carprawItem, Raw Carp
harvestcraft:catfishrawItem, Raw Catfish
harvestcraft:charrrawItem, Raw Charr
harvestcraft:clamrawItem, Raw Clam
harvestcraft:crabrawItem, Raw Crab
harvestcraft:crayfishrawItem, Raw Crayfish
harvestcraft:eelrawItem, Raw Eel
harvestcraft:frograwItem, Raw Frog
harvestcraft:grouperrawItem, Raw Grouper
harvestcraft:herringrawItem, Raw Herring
harvestcraft:jellyfishrawItem, Raw Jellyfish
harvestcraft:mudfishrawItem, Raw Mudfish
harvestcraft:octopusrawItem, Raw Octopus
harvestcraft:perchrawItem, Raw Perch
harvestcraft:scalloprawItem, Raw Scallop
harvestcraft:shrimprawItem, Raw Shrimp
harvestcraft:snailrawItem, Raw Snail
harvestcraft:snapperrawItem, Raw Snapper
harvestcraft:tilapiarawItem, Raw Tilapia
harvestcraft:troutrawItem, Raw Trout
harvestcraft:tunarawItem, Raw Tuna
harvestcraft:turtlerawItem, Raw Turtle
harvestcraft:walleyerawItem, Raw Walleye
harvestcraft:holidaycakeItem, Holiday Cake
harvestcraft:clamcookedItem, Cooked Clam
harvestcraft:crabcookedItem, Cooked Crab
harvestcraft:crayfishcookedItem, Cooked Crayfish
harvestcraft:frogcookedItem, Cooked Frog Legs
harvestcraft:octopuscookedItem, Cooked Octopus
harvestcraft:scallopcookedItem, Cooked Scallop
harvestcraft:shrimpcookedItem, Cooked Shrimp
harvestcraft:snailcookedItem, Cooked Snail
harvestcraft:turtlecookedItem, Cooked Turtle
harvestcraft:appleciderItem, Apple Cider
harvestcraft:bangersandmashItem, Bangers and Mash
harvestcraft:batteredsausageItem, Battered Sausage
harvestcraft:batterItem, Batter
harvestcraft:chorizoItem, Chorizo
harvestcraft:coleslawItem, Coleslaw
harvestcraft:energydrinkItem, Energy Drink
harvestcraft:friedonionsItem, Fried Onions
harvestcraft:meatfeastpizzaItem, Meat Feast Pizza
harvestcraft:mincepieItem, Mince Pie
harvestcraft:onionhamburgerItem, Onion Hamburger
harvestcraft:pepperoniItem, Pepperoni
harvestcraft:pickledonionsItem, Pickled Onions
harvestcraft:porksausageItem, Pork Sausage
harvestcraft:raspberrytrifleItem, Raspberry Trifle
harvestcraft:pumpkincheesecakeItem, Pumpkin Cheesecake
harvestcraft:pumpkinmuffinItem, Pumpkin Muffin
harvestcraft:suaderoItem, Suadero
harvestcraft:randomtacoItem, Random Taco
harvestcraft:turkeyrawItem, Raw Turkey
harvestcraft:turkeycookedItem, Cooked Turkey
harvestcraft:rabbitrawItem, Raw Rabbit
harvestcraft:rabbitcookedItem, Cooked Rabbit
harvestcraft:venisonrawItem, Raw Venison
harvestcraft:venisoncookedItem, Cooked Venison
harvestcraft:strawberrymilkshakeItem, Strawberry Milkshake
harvestcraft:chocolatemilkshakeItem, Chocolate Milkshake
harvestcraft:bananamilkshakeItem, Banana Milkeshake
harvestcraft:cornflakesItem, Cornflakes
harvestcraft:coleslawburgerItem, Coleslaw Burger
harvestcraft:roastchickenItem, Roast Chicken
harvestcraft:roastpotatoesItem, Roast Potatoes
harvestcraft:sundayroastItem, Sunday Roast
harvestcraft:bbqpulledporkItem, BBQ Pulled Pork
harvestcraft:lambwithmintsauceItem, Lamb with Mint Sauce
harvestcraft:steakandchipsItem, Steak and Chips
harvestcraft:cherryicecreamItem, Cherry Ice Cream
harvestcraft:pistachioicecreamItem, Pistachio Ice Cream
harvestcraft:neapolitanicecreamItem, Neapolitan Ice Cream
harvestcraft:spumoniicecreamItem, Spumoni Ice Cream
harvestcraft:almondbutterItem, Almond Butter
harvestcraft:cashewbutterItem, Cashew Butter
harvestcraft:chestnutbutterItem, Chestnut Butter
harvestcraft:cornishpastyItem, Cornish Pasty
harvestcraft:cottagepieItem, Cottage Pie
harvestcraft:croissantItem, Croissant
harvestcraft:currypowderItem, Curry Powder
harvestcraft:dimsumItem, Dim Sum
harvestcraft:friedpecanokraItem, Fried Pecan Okra
harvestcraft:gooseberryjellyItem, Gooseberry Jelly
harvestcraft:gooseberryjellysandwichItem, Gooseberry Jelly Sandwich
harvestcraft:gooseberrymilkshakeItem, Gooseberry Milkshake
harvestcraft:gooseberrypieItem, Gooseberry Pie
harvestcraft:gooseberrysmoothieItem, Gooseberry Smoothie
harvestcraft:gooseberryyogurtItem, Gooseberry Yogurt
harvestcraft:greenheartfishItem, Green Heart Fish
harvestcraft:hamsweetpicklesandwichItem, Ham & Sweet Pickle Sandwich
harvestcraft:hushpuppiesItem, Hushpuppies
harvestcraft:kimchiItem, Kimchi
harvestcraft:mochiItem, Mochi
harvestcraft:museliItem, Museli
harvestcraft:naanItem, Naan
harvestcraft:okrachipsItem, Okra Chips
harvestcraft:okracreoleItem, Okra Creole
harvestcraft:pistachiobutterItem, Pistachio Butter
harvestcraft:ploughmanslunchItem, Ploughman's Lunch
harvestcraft:porklomeinItem, Pork Lo Mein
harvestcraft:salmonpattiesItem, Salmon Patties
harvestcraft:sausageItem, Sausage
harvestcraft:sausagerollItem, Sausage Roll
harvestcraft:sesameballItem, Sesame Ball
harvestcraft:sesamesnapsItem, Sesame Snaps
harvestcraft:shrimpokrahushpuppiesItem, Shrimp Pork Okra Hushpuppies
harvestcraft:soysauceItem, Soy Sauce
harvestcraft:sweetpickleItem, Sweet Pickle
harvestcraft:veggiestripsItem, Veggie Strips
harvestcraft:vindalooItem, Vindaloo
harvestcraft:applesmoothieItem, Apple Smoothie
harvestcraft:coconutsmoothieItem, Coconut Smoothie
harvestcraft:cranberrysmoothieItem, Cranberry Smoothie
harvestcraft:cranberryyogurtItem, Cranberry Yogurt
harvestcraft:grapesmoothieItem, Grape Smoothie
harvestcraft:pearsmoothieItem, Pear Smoothie
harvestcraft:pearjellyItem, Pear Jelly
harvestcraft:pearjellysandwichItem, Pear Jelly Sandwich
harvestcraft:plumsmoothieItem, Plum Smoothie
harvestcraft:plumjellyItem, Plum Jelly
harvestcraft:plumjellysandwichItem, Plum Jelly Sandwich
harvestcraft:honeysandwichItem, Honey Sandwich
harvestcraft:cheeseontoastItem, Cheese on Toast
harvestcraft:tunapotatoItem, Tuna Potato
harvestcraft:chocolaterollItem, Chocolate Roll
harvestcraft:jamrollItem, Jam Roll
harvestcraft:coconutcreamItem, Coconut Cream
harvestcraft:crackerItem, Cracker
harvestcraft:garammasalaItem, Garam Masala
harvestcraft:paneerItem, Paneer
harvestcraft:deluxechickencurryItem, Deluxe Chicken Curry
harvestcraft:gravyItem, Gravy
harvestcraft:mangochutneyItem, Mango Chutney
harvestcraft:marzipanItem, Marzipan
harvestcraft:paneertikkamasalaItem, Paneer Tikka Masala
harvestcraft:peaandhamsoupItem, Pea and Ham Soup
harvestcraft:potatoandleeksoupItem, Potato and Leek Soup
harvestcraft:yorkshirepuddingItem, Yorkshire Pudding
harvestcraft:toadintheholeItem, Toad in the Hole
recallstones:recallStone, Recall Stone
recallstones:recallStoneBlank, Recall Stone
recallstones:dimensionStone, Dimensional Stone
recallstones:dimensionStoneBlank, Dimension Stone
recallstones:followingStone, Following Stone
recallstones:playerEssence, Player Essence
SGCraft:naquadah, Naquadah
SGCraft:naquadahIngot, Naquadah Alloy Ingot
SGCraft:sgCoreCrystal, Stargate Core Crystal
SGCraft:sgControllerCrystal, Stargate Controller Crystal
SGCraft:sgChevronUpgrade, Stargate Chevron Upgrade
SGCraft:sgIrisUpgrade, Stargate Iris Upgrade
SGCraft:sgIrisBlade, Stargate Iris Blade
SGCraft:ic2Capacitor, Ridiculously Large Capacitor
SpiceOfLife:bookfoodjournal, Food Journal
SpiceOfLife:lunchbox, Lunch Box
SpiceOfLife:lunchbag, Lunch Bag
StevesAddons:duplicator, Manager Duplicator
StevesAddons:labeler, Factory Labeler
StorageDrawers:upgradeTemplate, Upgrade Template
StorageDrawers:upgrade:2, Storage Upgrade (II)
StorageDrawers:upgrade:3, Storage Upgrade (III)
StorageDrawers:upgrade:4, Storage Upgrade (IV)
StorageDrawers:upgrade:5, Storage Upgrade (V)
StorageDrawers:upgrade:6, Storage Upgrade (VI)
StorageDrawers:upgradeStatus:1, Status Upgrade (I)
StorageDrawers:upgradeStatus:2, Status Upgrade (II)
StorageDrawers:upgradeVoid, Void Upgrade
StorageDrawers:upgradeCreative:0, Creative Storage Upgrade
StorageDrawers:upgradeCreative:1, Creative Vending Upgrade
StorageDrawers:upgradeRedstone:0, Redstone Upgrade
StorageDrawers:upgradeRedstone:1, Redstone Max Upgrade
StorageDrawers:upgradeRedstone:2, Redstone Min Upgrade
StorageDrawers:upgradeLock, Drawer Key
StorageDrawers:shroudKey, Concealment Key
StorageDrawers:personalKey:0, Personal Key
StorageDrawers:tape, Packing Tape
symcalc:symmetryCalculator, Symmetry Calculator
Sync:Sync_BlockPlacer:0, Shell Constructor
Sync:Sync_BlockPlacer:1, Shell Storage
Sync:Sync_BlockPlacer:2, Treadmill
Sync:Sync_ItemPlaceholder, Sync Core
TaintedMagic:ItemMaterial:0, Shadowmetal Ingot
TaintedMagic:ItemMaterial:1, Shadow-Imbued Cloth
TaintedMagic:ItemMaterial:2, Crimson-Stained Cloth
TaintedMagic:ItemMaterial:3, Warped Shard
TaintedMagic:ItemMaterial:4, Fluxed Shard
TaintedMagic:ItemMaterial:5, Shard of Creation
TaintedMagic:ItemMaterial:6, Thaumic Alloy
TaintedMagic:ItemMaterial:7, Phial of Crystal Blood
TaintedMagic:ItemMaterial:8, Crimson Plating
TaintedMagic:ItemVoidsentBlood, Phial of Voidsent Blood
TaintedMagic:ItemMagicFunguar, Magic Funguar
TaintedMagic:ItemWarpedGoggles, Warped Goggles of Revealing
TaintedMagic:ItemVoidFortressHelmet, Void Fortress Helm
TaintedMagic:ItemVoidFortressChestplate, Void Fortress Cuirass
TaintedMagic:ItemVoidFortressLeggings, Void Fortress Thigh Guards
TaintedMagic:ItemVoidwalkerBoots, Boots of the Voidwalker
TaintedMagic:ItemVoidwalkerSash, Voidwalker's Sash of Runic Shielding
TaintedMagic:ItemShadowFortressHelmet, Shadow Fortress Helm
TaintedMagic:ItemShadowFortressChestplate, Shadow Fortress Cuirass
TaintedMagic:ItemShadowFortressLeggings, Shadow Fortress Thigh Guards
TaintedMagic:ItemVoidmetalGoggles, Voidmetal Goggles of Revealing
TaintedMagic:ItemWandRod:0, Warpwood Rod
TaintedMagic:ItemWandRod:1, Warpwood Staff Core
TaintedMagic:ItemWandCap:0, Shadowmetal Cap
TaintedMagic:ItemWandCap:1, Enchanted Cloth Cap
TaintedMagic:ItemWandCap:2, Crimson-Stained Cloth Cap
TaintedMagic:ItemWandCap:3, Shadow-Imbued Cloth Cap
TaintedMagic:ItemFocusTaint, Wand Focus: Tainted Storm
TaintedMagic:ItemFocusEldritch, Wand Focus: Dark Matter
TaintedMagic:ItemFocusMeteorology, Wand Focus: Meteorology
TaintedMagic:ItemFocusTime, Wand Focus: Time
TaintedMagic:ItemFocusMageMace, Wand Focus: Mage's Mace
TaintedMagic:ItemFocusTaintedBlast, Wand Focus: Tainted Shockwave
TaintedMagic:ItemFocusVisShard, Wand Focus: Vis Shard
TaintedMagic:ItemThaumicDisassembler, Thaumic Disassembler
TaintedMagic:ItemCrystalDagger, Crystal Dagger
TaintedMagic:ItemShadowmetalHoe, Shadowmetal Hoe
TaintedMagic:ItemShadowmetalPick, Shadowmetal Pickaxe
TaintedMagic:ItemShadowmetalAxe, Shadowmetal Hatchet
TaintedMagic:ItemShadowmetalSpade, Shadowmetal Spade
TaintedMagic:ItemShadowmetalSword, Shadowmetal Sword
TaintedMagic:ItemPrimordialEdge, Edge of the Primordials
TaintedMagic:ItemKatana:0, Thaumium Fortress Blade
TaintedMagic:ItemKatana:1, Voidmetal Fortress Blade
TaintedMagic:ItemKatana:2, Shadowmetal Fortress Blade
TardisMod:item.TardisMod.Schematic, item.TardisMod.Schematic.name
TardisMod:item.TardisMod.SonicScrewdriver, Sonic Screwdriver
TardisMod:item.TardisMod.TardisKey, TARDIS Key
TardisMod:item.TardisMod.Component:0, TARDIS Cable Interface - Transmat
TardisMod:item.TardisMod.Component:1, TARDIS Cable Interface - ME Cable
TardisMod:item.TardisMod.Component:2, TARDIS Cable Interface - Energy Conduit
TardisMod:item.TardisMod.Component:3, TARDIS Cable Interface - Itemduct
TardisMod:item.TardisMod.Component:4, TARDIS Cable Interface - Fluiduct
TardisMod:item.TardisMod.Component:5, TARDIS Cable Interface - Chunk Loader
TardisMod:item.TardisMod.Component:6, TARDIS Cable Interface - Computercraft (Unfinished)
TardisMod:item.TardisMod.Component:7, Nanogene Canister
TardisMod:item.TardisMod.Component:8, Restoration Field
TardisMod:item.TardisMod.Component:9, TARDIS Cable Interface - Essentia
TardisMod:item.TardisMod.CraftingComponent:0, Chronosteel Ingot
TardisMod:item.TardisMod.CraftingComponent:1, Dalekanium Ingot
TardisMod:item.TardisMod.CraftingComponent:2, Kontron Crystal
TardisMod:item.TardisMod.CraftingComponent:3, Upgrade Template
TardisMod:item.TardisMod.ManualItem, Handheld Manual
TardisMod:item.TardisMod.UpgradeItem:0, Broken Upgrade
TardisMod:item.TardisMod.UpgradeItem:1, Upgrade - Explosion Protection
TardisMod:item.TardisMod.UpgradeItem:2, Upgrade - Combat Protection
TardisMod:item.TardisMod.UpgradeItem:3, Upgrade - Missed Control Protection
TardisMod:item.TardisMod.UpgradeItem:4, Upgrade - Speed Level
TardisMod:item.TardisMod.UpgradeItem:5, Upgrade - Shield Level
TardisMod:item.TardisMod.UpgradeItem:6, Upgrade - Max Rooms Level
TardisMod:item.TardisMod.UpgradeItem:7, Upgrade - Energy Level
TardisMod:item.TardisMod.UpgradeItem:8, Upgrade - Energy Regen Level
TardisMod:item.TardisMod.NameTag, Temporal Name Tag
TardisMod:item.TardisMod.Decorator, TARDIS Decorator
TardisMod:item.TardisMod.ChameleonUpgrade:0, Upgrade - Chameleon Circuit
TU:RobesHelmet, item.RobesHelmet.name
TU:RobesChestplate, item.RobesChestplate.name
TU:RobesLeggings, item.RobesLeggings.name
TU:RobesHelmet1, item.RobesHelmet1.name
TU:RobesChestplate1, item.RobesChestplate1.name
TU:RobesLeggings1, item.RobesLeggings1.name
TU:RobesHelmet2, item.RobesHelmet2.name
TU:RobesChestplate2, item.RobesChestplate2.name
TU:RobesLeggings2, item.RobesLeggings2.name
TU:RobesHelmet3, item.RobesHelmet3.name
TU:RobesChestplate3, item.RobesChestplate3.name
TU:RobesLeggings3, item.RobesLeggings3.name
thaumicbases:resource:0, Thauminite Nugget
thaumicbases:resource:1, Thauminite Ingot
thaumicbases:resource:2, Thauminite Cap
thaumicbases:resource:3, Thaumium Wand Core
thaumicbases:resource:4, Void Wand Core
thaumicbases:resource:5, Aurelia Petal
thaumicbases:resource:6, Briar Seed Bag
thaumicbases:resource:7, Tobacco Leaves Pile
thaumicbases:resource:8, Bloody Enchanted Fabric
thaumicbases:thauminiteAxe, Thauminite Axe
thaumicbases:thauminiteHoe, Thauminite Hoe
thaumicbases:thauminitePickaxe, Thauminite Pickaxe
thaumicbases:thauminiteShears, Thauminite Shears
thaumicbases:thauminiteShovel, Thauminite Shovel
thaumicbases:thauminiteSword, Thauminite Sword
thaumicbases:thauminiteHelmet, Thauminite Helmet
thaumicbases:thauminiteChest, Thauminite Chestplate
thaumicbases:thauminiteLeggings, Thauminite Leggings
thaumicbases:thauminiteBoots, Thauminite Boots
thaumicbases:pyroBucket, Bucket of Pyrofluid
thaumicbases:plaxSeed, Plax Seeds
thaumicbases:metalleatSeeds, Metalleat Seeds
thaumicbases:lucriteSeeds, Lucrite Seeds
thaumicbases:knoseFragment:0, Aer Fragment
thaumicbases:knoseFragment:1, Ignis Fragment
thaumicbases:knoseFragment:2, Aqua Fragment
thaumicbases:knoseFragment:3, Terra Fragment
thaumicbases:knoseFragment:4, Ordo Fragment
thaumicbases:knoseFragment:5, Perditio Fragment
thaumicbases:knoseFragment:6, Mixed Fragment
thaumicbases:knoseFragment:7, Tainted Fragment
thaumicbases:knoseSeed, Rosa Mysteria Sprout
thaumicbases:sweedSeeds, Sweed Seeds
thaumicbases:lazulliaSeeds, Lazullia Seeds
thaumicbases:redlonSeeds, Redlon Seed
thaumicbases:glieoniaSeed, Glieonia Seed
thaumicbases:rosehipSyrup, Rosehip Syrup
thaumicbases:tobaccoSeeds, Tobacco Seeds
thaumicbases:mortar, Pestle And Mortar
thaumicbases:tobaccoPowder:0, Tobacco Pile
thaumicbases:tobaccoPowder:1, Eldrich Tobacco Pile
thaumicbases:tobaccoPowder:2, Angry Tobacco Pile
thaumicbases:tobaccoPowder:3, Saturating Tobacco Pile
thaumicbases:tobaccoPowder:4, Wisdom Tobacco Pile
thaumicbases:tobaccoPowder:5, Miner's Tobacco Pile
thaumicbases:tobaccoPowder:6, Relaxing Tobacco Pile
thaumicbases:tobaccoPowder:7, Tainted Tobacco Pile
thaumicbases:tobaccoPowder:8, Wispy Tobacco Pile
thaumicbases:greatwoodPipe, Greatwood Smoking Pipe
thaumicbases:silverwoodPipe, Silverwood Smoking Pipe
thaumicbases:voidSeed, Void Plant Seed
thaumicbases:bloodyChest, Bloody Thaumaturge's Robe
thaumicbases:bloodyLeggings, Bloody Thaumaturge's Leggings
thaumicbases:bloodyBoots, Bloody Thaumaturge's Boots
thaumicbases:concentratedTaint, Concentrated Taint Flask
thaumicbases:fociActivation, Wand Focus: Activation
thaumicbases:fociDrain, Wand Focus: Liquid Drain
thaumicbases:fociExperience, Wand Focus: Experience
thaumicbases:fociFlux, Wand Focus: Flux Scrubber
thaumicbases:nodeFoci:0, §eNode Manipulator Focus: Brightness
thaumicbases:nodeFoci:1, §eNode Manipulator Focus: Destruction
thaumicbases:nodeFoci:2, §eNode Manipulator Focus: Efficiency
thaumicbases:nodeFoci:3, §eNode Manipulator Focus: Hunger
thaumicbases:nodeFoci:4, §eNode Manipulator Focus: Instability
thaumicbases:nodeFoci:5, §eNode Manipulator Focus: Purity
thaumicbases:nodeFoci:6, §eNode Manipulator Focus: Sinister
thaumicbases:nodeFoci:7, §eNode Manipulator Focus: Speed
thaumicbases:nodeFoci:8, §eNode Manipulator Focus: Stability
thaumicbases:nodeFoci:9, §eNode Manipulator Focus: Taint
thaumicbases:herobrinesScythe, Scythe Of The White-Eyed One
thaumicbases:voidShears, Void Shears
thaumicbases:voidFAS, Void Flint and Steel
thaumicbases:revolver, Thaumaturge's Revolver
thaumicbases:castingBracelet:0, Iron Bracelet
thaumicbases:castingBracelet:1, Gold Bracelet
thaumicbases:castingBracelet:2, Greatwood Bracelet
thaumicbases:castingBracelet:3, Thaumium Bracelet
thaumicbases:castingBracelet:4, Silverwood Bracelet
thaumicbases:castingBracelet:5, Reed Bracelet
thaumicbases:castingBracelet:6, Bone Bracelet
thaumicbases:castingBracelet:7, Obsidian Bracelet
thaumicbases:castingBracelet:8, Blaze Bracelet
thaumicbases:castingBracelet:9, Ice Bracelet
thaumicbases:castingBracelet:10, Quartz Bracelet
thaumicbases:castingBracelet:11, Void Bracelet
thaumicbases:castingBracelet:12, Primal Bracelet
ThaumicExploration:transmutationCore, Transmutative Rod
ThaumicExploration:transmutationStaffCore, Transmutative Staff Core
ThaumicExploration:talismanFood, Talisman of Nourishment
ThaumicExploration:amberCore, Amber Rod
ThaumicExploration:amberStaffCore, Amber Staff Core
ThaumicExploration:necroStaffCore, Necromancer's Staff Core
ThaumicExploration:sojournerCap, Sojourner's Cap
ThaumicExploration:sojournerCapUncharged, Inert Sojourner's Cap
ThaumicExploration:mechanistCap, Mechanist's Cap
ThaumicExploration:mechanistCapUncharged, Inert Mechanist's Cap
ThaumicExploration:pureZombieBrain, Cured Zombie Brain
ThaumicExploration:blankSeal:0, Dark Blank Seal
ThaumicExploration:blankSeal:1, Red Blank Seal
ThaumicExploration:blankSeal:2, Green Blank Seal
ThaumicExploration:blankSeal:3, Brown Blank Seal
ThaumicExploration:blankSeal:4, Blue Blank Seal
ThaumicExploration:blankSeal:5, Purple Blank Seal
ThaumicExploration:blankSeal:6, Cyan Blank Seal
ThaumicExploration:blankSeal:7, Light Gray Blank Seal
ThaumicExploration:blankSeal:8, Gray Blank Seal
ThaumicExploration:blankSeal:9, Pink Blank Seal
ThaumicExploration:blankSeal:10, Lime Blank Seal
ThaumicExploration:blankSeal:11, Yellow Blank Seal
ThaumicExploration:blankSeal:12, Light Blue Blank Seal
ThaumicExploration:blankSeal:13, Magenta Blank Seal
ThaumicExploration:blankSeal:14, Orange Blank Seal
ThaumicExploration:blankSeal:15, Pale Blank Seal
ThaumicExploration:chestSeal:0, Dark Chest Binding Seal
ThaumicExploration:chestSeal:1, Red Chest Binding Seal
ThaumicExploration:chestSeal:2, Green Chest Binding Seal
ThaumicExploration:chestSeal:3, Brown Chest Binding Seal
ThaumicExploration:chestSeal:4, Blue Chest Binding Seal
ThaumicExploration:chestSeal:5, Purple Chest Binding Seal
ThaumicExploration:chestSeal:6, Cyan Chest Binding Seal
ThaumicExploration:chestSeal:7, Light Gray Chest Binding Seal
ThaumicExploration:chestSeal:8, Gray Chest Binding Seal
ThaumicExploration:chestSeal:9, Pink Chest Binding Seal
ThaumicExploration:chestSeal:10, Lime Chest Binding Seal
ThaumicExploration:chestSeal:11, Yellow Chest Binding Seal
ThaumicExploration:chestSeal:12, Light Blue Chest Binding Seal
ThaumicExploration:chestSeal:13, Magenta Chest Binding Seal
ThaumicExploration:chestSeal:14, Orange Chest Binding Seal
ThaumicExploration:chestSeal:15, Pale Chest Binding Seal
ThaumicExploration:chestSealLinked:0, Dark Chest Binding Seal
ThaumicExploration:chestSealLinked:1, Red Chest Binding Seal
ThaumicExploration:chestSealLinked:2, Green Chest Binding Seal
ThaumicExploration:chestSealLinked:3, Brown Chest Binding Seal
ThaumicExploration:chestSealLinked:4, Blue Chest Binding Seal
ThaumicExploration:chestSealLinked:5, Purple Chest Binding Seal
ThaumicExploration:chestSealLinked:6, Cyan Chest Binding Seal
ThaumicExploration:chestSealLinked:7, Light Gray Chest Binding Seal
ThaumicExploration:chestSealLinked:8, Gray Chest Binding Seal
ThaumicExploration:chestSealLinked:9, Pink Chest Binding Seal
ThaumicExploration:chestSealLinked:10, Lime Chest Binding Seal
ThaumicExploration:chestSealLinked:11, Yellow Chest Binding Seal
ThaumicExploration:chestSealLinked:12, Light Blue Chest Binding Seal
ThaumicExploration:chestSealLinked:13, Magenta Chest Binding Seal
ThaumicExploration:chestSealLinked:14, Orange Chest Binding Seal
ThaumicExploration:chestSealLinked:15, Pale Chest Binding Seal
ThaumicExploration:jarSeal:0, Dark Jar Binding Seal
ThaumicExploration:jarSeal:1, Red Jar Binding Seal
ThaumicExploration:jarSeal:2, Green Jar Binding Seal
ThaumicExploration:jarSeal:3, Brown Jar Binding Seal
ThaumicExploration:jarSeal:4, Blue Jar Binding Seal
ThaumicExploration:jarSeal:5, Purple Jar Binding Seal
ThaumicExploration:jarSeal:6, Cyan Jar Binding Seal
ThaumicExploration:jarSeal:7, Light Gray Jar Binding Seal
ThaumicExploration:jarSeal:8, Gray Jar Binding Seal
ThaumicExploration:jarSeal:9, Pink Jar Binding Seal
ThaumicExploration:jarSeal:10, Lime Jar Binding Seal
ThaumicExploration:jarSeal:11, Yellow Jar Binding Seal
ThaumicExploration:jarSeal:12, Light Blue Jar Binding Seal
ThaumicExploration:jarSeal:13, Magenta Jar Binding Seal
